INSTNM,CITY,STATE,LAT,LON,X,Y
Olympic College,Bremerton,WA,47.575093,-122.635751,-122.6357659,47.57509858
Perry Technical Institute,Yakima,WA,46.571492,-120.537976,-120.5379904,46.57149775
Pacific Lutheran University,Tacoma,WA,47.14516,-122.440421,-122.4404358,47.14516558
Peninsula College,Port Angeles,WA,48.100618,-123.41248,-123.4124952,48.10062352
University of Puget Sound,Tacoma,WA,47.263651,-122.479714,-122.4797288,47.26365658
Renton Technical College,Renton,WA,47.489206,-122.176303,-122.1763178,47.48921163
Saint Martin's University,Lacey,WA,47.04075,-122.815441,-122.8154558,47.04075553
South Seattle College,Seattle,WA,47.5475,-122.352672,-122.3526869,47.54750561
Seattle Central College,Seattle,WA,47.616675,-122.321472,-122.3214869,47.61668062
Everest College-Seattle,Seattle,WA,47.708423,-122.333346,-122.3333609,47.70842862
Seattle Pacific University,Seattle,WA,47.649338,-122.362923,-122.3629379,47.64934362
Seattle University,Seattle,WA,47.610138,-122.3197,-122.3197149,47.61014362
Skagit Valley College,Mount Vernon,WA,48.437235,-122.310199,-122.3102141,48.43724066
Walla Walla University,College Place,WA,46.047,-118.389771,-118.3897849,46.04700594
Washington State University,Pullman,WA,46.730448,-117.158168,-117.1581818,46.73045411
University of Washington-Seattle Campus,Seattle,WA,47.656213,-122.313115,-122.3131299,47.65621862
Wenatchee Valley College,Wenatchee,WA,47.430931,-120.334813,-120.3348275,47.43093682
Everest College-Vancouver,Vancouver,WA,45.621523,-122.536462,-122.5364765,45.62152849
Western Washington University,Bellingham,WA,48.737236,-122.484873,-122.4848882,48.73724166
Whitman College,Walla Walla,WA,46.07135,-118.33016,-118.3301739,46.07135594
Whitworth University,Spokane,WA,47.753699,-117.418078,-117.4180921,47.75370516
Yakima Valley College,Yakima,WA,46.586098,-120.528525,-120.5285394,46.58610375
Alderson Broaddus University,Philippi,WV,39.158067,-80.047728,-80.04773124,39.15807472
Appalachian Bible College,Mount Hope,WV,37.853339,-81.20115,-81.20115351,37.85334641
B M Spurr School of Practical Nursing,Glen Dale,WV,39.946228,-80.753173,-80.75317651,39.94623584
Ben Franklin Career Center,Dunbar,WV,38.367234,-81.75353,-81.75353371,38.36724149
Bethany College,Bethany,WV,40.205819,-80.560056,-80.56005947,40.2058269
Bluefield State College,Bluefield,WV,37.26688,-81.235428,-81.23543148,37.26688729
Cabell County Career Technology Center,Huntington,WV,38.403244,-82.372418,-82.3724219,38.40325147
University of Charleston,Charleston,WV,38.332577,-81.618667,-81.61867066,38.33258449
Concord University,Athens,WV,37.423723,-81.006696,-81.00669942,37.42373033
Davis & Elkins College,Elkins,WV,38.928693,-79.846391,-79.84639417,38.92870068
Fairmont State University,Fairmont,WV,39.485925,-80.161844,-80.1618473,39.48593278
Glenville State College,Glenville,WV,38.935341,-80.833597,-80.83360047,38.93534864
Huntington Junior College,Huntington,WV,38.420142,-82.44306,-82.44306392,38.42014947
James Rumsey Technical Institute,Martinsburg,WV,39.5328,-77.978583,-77.97858563,39.53280788
Ralph R Willis Career and Technical Center,Stollings,WV,37.82694,-81.94289,-81.94289373,37.82694738
Marshall University,Huntington,WV,38.422482,-82.428964,-82.42896791,38.42248947
Mercer County Technical Education Center,Princeton,WV,37.360024,-81.104647,-81.10465044,37.36003132
Meredith Manor International Equestrian Center,Waverly,WV,39.29966,-81.400296,-81.40029966,39.29966769
Monongalia County Technical Education Center,Morgantown,WV,39.611165,-79.957275,-79.95727825,39.61117281
Mountain State College,Parkersburg,WV,39.273182,-81.548718,-81.54872171,39.27318968
Opportunities Industrialization Center,Fairmont,WV,39.485033,-80.144976,-80.14497929,39.48504078
Ohio Valley University,Vienna,WV,39.312447,-81.537808,-81.53781171,39.31245469
West Virginia University at Parkersburg,Parkersburg,WV,39.216379,-81.506192,-81.50619569,39.21638667
Potomac State College of West Virginia University,Keyser,WV,39.436935,-78.983175,-78.98317793,39.43694282
Academy of Careers and Technology,Beckley,WV,37.799775,-81.168609,-81.16861249,37.7997824
Salem International University,Salem,WV,39.288632,-80.571767,-80.57177041,39.28863972
Shepherd University,Shepherdstown,WV,39.434319,-77.804844,-77.80484657,39.43432686
Fred W Eberle Technical Center,Buckhannon,WV,39.001908,-80.225278,-80.22528129,39.00191568
West Virginia School of Osteopathic Medicine,Lewisburg,WV,37.803879,-80.438644,-80.43864727,37.80388643
West Virginia State University,Institute,WV,38.380541,-81.765034,-81.76503771,38.38054849
West Virginia University Hospital Departments of Rad Tech and Nutrition,Morgantown,WV,39.654269,-79.957959,-79.95796225,39.65427682
West Liberty University,West Liberty,WV,40.162473,-80.604054,-80.60405748,40.16248089
West Virginia University Institute of Technology,Montgomery,WV,38.179427,-81.325199,-81.32520256,38.17943447
West Virginia Wesleyan College,Buckhannon,WV,38.990476,-80.217094,-80.21709728,38.99048368
West Virginia Business College-Wheeling,Wheeling,WV,40.069208,-80.723663,-80.72366651,40.06921587
West Virginia Junior College-Charleston,Charleston,WV,38.347929,-81.634358,-81.63436167,38.34793649
West Virginia Junior College-Morgantown,Morgantown,WV,39.63264,-79.954803,-79.95480625,39.63264782
West Virginia University,Morgantown,WV,39.634371,-79.954391,-79.95439425,39.63437882
Wheeling Jesuit University,Wheeling,WV,40.070873,-80.690804,-80.6908075,40.07088087
Wood County School of Practical Nursing,Parkersburg,WV,39.21676,-81.50573,-81.50573369,39.21676767
VICI Aveda Institute,Greenfield,WI,42.969138,-88.047841,-88.04784699,42.96914601
Alverno College,Milwaukee,WI,42.983518,-87.965498,-87.96550396,42.98352602
Madison Area Technical College,Madison,WI,43.12183,-89.327921,-89.32792738,43.12183796
Bellin College,Green Bay,WI,44.468277,-87.921722,-87.92172812,44.46828526
Beloit College,Beloit,WI,42.50363,-89.03147,-89.03147623,42.50363788
Blackhawk Technical College,Janesville,WI,42.593217,-89.016161,-89.01616723,42.59322489
Cardinal Stritch University,Milwaukee,WI,43.139752,-87.909045,-87.90905096,43.13976005
Carroll University,Waukesha,WI,43.004647,-88.227962,-88.22796804,43.00465501
Carthage College,Kenosha,WI,42.622893,-87.820706,-87.82071188,42.62290097
Columbia College of Nursing,Glendale,WI,43.097318,-87.918283,-87.91828896,43.09732604
Concordia University-Wisconsin,Mequon,WI,43.254217,-87.916628,-87.91663398,43.25422507
Edgewood College,Madison,WI,43.058727,-89.422122,-89.4221284,43.05873495
Fox Valley Technical College,Appleton,WI,44.283174,-88.45893,-88.45893626,44.2831822
Gateway Technical College,Kenosha,WI,42.605677,-87.846695,-87.84670089,42.60568496
ITT Technical Institute-Greenfield,Greenfield,WI,42.960006,-87.993353,-87.99335897,42.96001402
Lakeland University,Plymouth,WI,43.841863,-87.884956,-87.88496203,43.84187117
Lakeshore Technical College,Cleveland,WI,43.924774,-87.75454,-87.754546,43.92478219
Lawrence University,Appleton,WI,44.261323,-88.397822,-88.39782824,44.2613312
Maranatha Baptist University,Watertown,WI,43.195709,-88.735055,-88.73506121,43.19571701
Marian University,Fond Du Lac,WI,43.777411,-88.420638,-88.42064419,43.77741912
Marquette University,Milwaukee,WI,43.03903,-87.927961,-87.92796696,43.03903803
Medical College of Wisconsin,Milwaukee,WI,43.044108,-88.022698,-88.02270399,43.04411603
Mid-State Technical College,Wisconsin Rapids,WI,44.391219,-89.783449,-89.78345566,44.39122714
Milwaukee Area Technical College,Milwaukee,WI,43.04359,-87.920818,-87.92082396,43.04359803
Milwaukee Institute of Art & Design,Milwaukee,WI,43.030917,-87.907925,-87.90793095,43.03092503
Milwaukee School of Engineering,Milwaukee,WI,43.045364,-87.907691,-87.90769695,43.04537203
Moraine Park Technical College,Fond du Lac,WI,43.785224,-88.417656,-88.41766219,43.78523213
Mount Mary University,Milwaukee,WI,43.072303,-88.030594,-88.03059999,43.07231103
Nashotah House,Nashotah,WI,43.082193,-88.423743,-88.42374911,43.08220101
Nicolet Area Technical College,Rhinelander,WI,45.609542,-89.425055,-89.42506171,45.60955035
Northcentral Technical College,Wausau,WI,44.984837,-89.648419,-89.6484257,44.98484524
Northeast Wisconsin Technical College,Green Bay,WI,44.526467,-88.105675,-88.10568118,44.52647526
Northland College,Ashland,WI,46.578983,-90.874991,-90.87499828,46.57899139
Ripon College,Ripon,WI,43.842383,-88.8426,-88.84260632,43.84239111
Sacred Heart Seminary and School of Theology,Franklin,WI,42.910829,-88.04438,-88.04438598,42.910837
Saint Norbert College,De Pere,WI,44.444651,-88.067301,-88.06730716,44.44465925
Silver Lake College of the Holy Family,Manitowoc,WI,44.071038,-87.742961,-87.74296702,44.07104621
Southwest Wisconsin Technical College,Fennimore,WI,42.976238,-90.637714,-90.63772074,42.97624586
Bryant & Stratton College-Milwaukee,Milwaukee,WI,43.039176,-87.915286,-87.91529196,43.03918403
University of Wisconsin Colleges,Madison,WI,43.068214,-89.39859,-89.39859639,43.06822195
Viterbo University,La Crosse,WI,43.802291,-91.244095,-91.24410202,43.80229895
Chippewa Valley Technical College,Eau Claire,WI,44.794867,-91.505675,-91.50568222,44.79487509
Waukesha County Technical College,Pewaukee,WI,43.070112,-88.258805,-88.25881106,43.07012002
Western Technical College,La Crosse,WI,43.815147,-91.246249,-91.24625602,43.81515495
University of Wisconsin-Whitewater,Whitewater,WI,42.835563,-88.742368,-88.74237418,42.83557095
Wisconsin Indianhead Technical College,Shell Lake,WI,45.747831,-91.916484,-91.91649147,45.7478392
Wisconsin School of Professional Psychology,Milwaukee,WI,43.105054,-88.026735,-88.026741,43.10506204
Paul Mitchell the School-Green Bay,De Pere,WI,44.468073,-88.115101,-88.11510718,44.46808125
University of Wisconsin-Eau Claire,Eau Claire,WI,44.798431,-91.500432,-91.50043922,44.79843909
University of Wisconsin-Green Bay,Green Bay,WI,44.532298,-87.919973,-87.91997913,44.53230627
University of Wisconsin-La Crosse,La Crosse,WI,43.815295,-91.230149,-91.23015602,43.81530295
Wisconsin Lutheran College,Milwaukee,WI,43.036943,-88.022718,-88.02272399,43.03695103
University of Wisconsin-Oshkosh,Oshkosh,WI,44.024985,-88.549282,-88.54928825,44.02499315
University of Wisconsin-Parkside,Kenosha,WI,42.647718,-87.855231,-87.8552369,42.64772597
Herzing University-Madison,Madison,WI,43.143622,-89.291617,-89.29162337,43.14362997
University of Wisconsin-Stout,Menomonie,WI,44.873187,-91.926653,-91.92666035,44.87319507
University of Wisconsin-Superior,Superior,WI,46.717629,-92.091007,-92.09101466,46.71763733
University of Wisconsin-System Administration,Madison,WI,43.075103,-89.406709,-89.4067154,43.07511095
University of Wisconsin-Madison,Madison,WI,43.073858,-89.405356,-89.4053624,43.07386595
University of Wisconsin-Milwaukee,Milwaukee,WI,43.076848,-87.880488,-87.88049395,43.07685604
University of Wisconsin-Platteville,Platteville,WI,42.733936,-90.492709,-90.49271568,42.73394383
University of Wisconsin-River Falls,River Falls,WI,44.852647,-92.625316,-92.62532355,44.85265502
University of Wisconsin-Stevens Point,Stevens Point,WI,44.529582,-89.570934,-89.57094062,44.52959017
Casper College,Casper,WY,42.830517,-106.327007,-106.3270178,42.83052372
Central Wyoming College,Riverton,WY,43.030492,-108.42701,-108.4270213,43.03049857
Eastern Wyoming College,Torrington,WY,42.079354,-104.190823,-104.1908332,42.07936079
Northwest College,Powell,WY,44.760176,-108.761728,-108.7617397,44.76018274
Sheridan College,Sheridan,WY,44.764467,-106.942374,-106.9423853,44.76447389
Wyotech-Laramie,Laramie,WY,41.30354,-105.621161,-105.6211714,41.30354658
University of Wyoming,Laramie,WY,41.311773,-105.57931,-105.5793204,41.31177959
University of Guam,Mangilao,GU,13.433047,144.803978,144.8039732,13.4330539
Northern Marianas College,Saipan,MP,15.152247,145.721733,145.721728,15.15225333
M,Bayamon,PR,18.39588,-66.157188,-66.15718629,18.39588289
American University of Puerto Rico,Bayamon,PR,18.407058,-66.186631,-66.1866293,18.4070609
American University of Puerto Rico,Manati,PR,18.434072,-66.478655,-66.47865339,18.4340749
American Educational College,Bayamon,PR,18.397931,-66.15099,-66.15098829,18.39793389
Antilles School of Technical Careers,San Juan,PR,18.438416,-66.059206,-66.05920426,18.43841891
Universidad Adventista de las Antillas,Mayaguez,PR,18.205329,-67.112632,-67.11263058,18.20533182
Atlantic University College,Guaynabo,PR,18.357395,-66.111714,-66.11171228,18.35739788
Universidad Central de Bayamon,Bayamdn,PR,18.398864,-66.180773,-66.1807713,18.39886689
Columbia Central University-Caguas,Caguas,PR,18.22329,-66.022543,-66.02254125,18.22329284
Carlos Albizu University-San Juan,San Juan,PR,18.466573,-66.113908,-66.11390628,18.46657591
Caribbean University-Bayamon,Bayamon,PR,18.383136,-66.168315,-66.1683133,18.38313889
Caribbean University-Carolina,Carolina,PR,18.380193,-65.960036,-65.96003423,18.38019589
Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,18.446006,-66.679114,-66.67911245,18.4460089
Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,18.00165,-66.617138,-66.61713643,18.00165277
Centro de Estudios Multidisciplinarios-San Juan,San Juan,PR,18.393955,-66.035797,-66.03579525,18.39395789
Universidad Teologica del Caribe,Trujillo Alto,PR,18.373928,-66.010617,-66.01061525,18.37393089
Colegio Universitario de San Juan,San Juan,PR,18.428528,-66.066529,-66.06652726,18.4285309
Universidad Metropolitana,San Juan,PR,18.387183,-66.061647,-66.06164526,18.38718589
Puerto Rico Conservatory of Music,San Juan,PR,18.454016,-66.078811,-66.07880927,18.45401891
Center for Advanced Studies On Puerto Rico and the Caribbean,San Juan,PR,18.46589,-66.118261,-66.11825928,18.46589291
EDP University of Puerto Rico Inc-San Sebastian,San Sebastian,PR,18.334858,-66.990909,-66.99090755,18.33486086
Escuela de Artes Plasticas y Diseno de Puerto Rico,San Juan,PR,18.46778,-66.121348,-66.12134628,18.46778291
Instituto Tecnologico de Puerto Rico-Recinto de Manati,Manati,PR,18.432962,-66.472476,-66.47247439,18.4329649
Sistema Universitario Ana G Mendez,Rio Piedras,PR,18.387204,-66.061653,-66.06165126,18.38720689
Huertas College,Caguas,PR,18.236147,-66.025572,-66.02557025,18.23614985
ICPR Junior College-Arecibo,Arecibo,PR,18.478059,-66.759324,-66.75932248,18.47806191
ICPR Junior College-Mayaguez,Mayaguez,PR,18.202277,-67.144762,-67.1447606,18.20227982
Instituto de Educacion Tecnica Ocupacional La Reine-Manati,Manati,PR,18.429557,-66.490994,-66.4909924,18.4295599
Richport Technical College,Gurabo,PR,18.25458,-65.965488,-65.96548623,18.25458285
Instituto de Banca y Comercio Inc,Guaynabo,PR,18.385053,-66.107393,-66.10739128,18.38505589
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,Guayama,PR,17.977897,-66.118728,-66.11872627,17.97789977
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,Ponce,PR,17.999381,-66.629804,-66.62980243,17.99938377
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,San Juan,PR,18.411097,-66.016003,-66.01600125,18.4110999
Inter American University of Puerto Rico-San German,San German,PR,18.08353,-67.05082,-67.05081856,18.08353279
Inter American University of Puerto Rico-Aguadilla,Aguadilla,PR,18.467886,-67.121671,-67.12166959,18.4678889
Inter American University of Puerto Rico-Arecibo,Arecibo,PR,18.47509,-66.75901,-66.75900848,18.47509291
Inter American University of Puerto Rico-Barranquitas,Barranquitas,PR,18.182777,-66.303153,-66.30315133,18.18277983
Inter American University of Puerto Rico-Metro,San Juan,PR,18.368988,-66.077711,-66.07770927,18.36899089
Inter American University of Puerto Rico-Ponce,Mercedita,PR,18.007388,-66.578498,-66.57849642,18.00739077
Inter American University of Puerto Rico-Central Office,San Juan,PR,18.404413,-66.069587,-66.06958527,18.4044159
Inter American University of Puerto Rico-Fajardo,Fajardo,PR,18.329222,-65.648052,-65.64805013,18.32922488
Inter American University of Puerto Rico-Guayama,Guayama,PR,17.96635,-66.108164,-66.10816227,17.96635277
Inter American University of Puerto Rico-Bayamon,Bayamon,PR,18.351631,-66.182473,-66.1824713,18.35163388
Inter American University of Puerto Rico-School of Law,San Juan,PR,18.428145,-66.072656,-66.07265427,18.4281479
International Technical College,San Juan,PR,18.416999,-66.057312,-66.05731026,18.4170019
Liceo de Arte y Tecnologia,San Juan,PR,18.421013,-66.056421,-66.05641926,18.4210159
MBTI Business Training Institute,Santurce,PR,18.44975,-66.07344,-66.07343827,18.44975291
National University College-Bayamon,Bayamon,PR,18.396872,-66.157027,-66.15702529,18.39687489
National University College-Arecibo,Arecibo,PR,18.474217,-66.719512,-66.71951047,18.47421991
Ponce Paramedical College Inc,Ponce,PR,18.008256,-66.589719,-66.58971742,18.00825877
Ponce Health Sciences University,Ponce,PR,17.993242,-66.620343,-66.62034143,17.99324477
University of Puerto Rico-Aguadilla,Ramey,PR,18.498652,-67.13793,-67.1379286,18.49865491
University of Puerto Rico-Arecibo,Arecibo,PR,18.469199,-66.74114,-66.74113847,18.4692019
University of Puerto Rico-Bayamon,Bayamon,PR,18.371398,-66.143541,-66.14353929,18.37140088
University of Puerto Rico-Carolina,Carolina,PR,18.391471,-65.989694,-65.98969224,18.39147389
University of Puerto Rico-Cayey,Cayey,PR,18.11882,-66.162066,-66.16206429,18.11882281
University of Puerto Rico-Central Administration,San Juan,PR,18.38959,-66.056329,-66.05632726,18.38959289
University of Puerto Rico-Humacao,Humacao,PR,18.146589,-65.838602,-65.83860019,18.14659182
University of Puerto Rico-Utuado,Utuado,PR,18.254577,-66.721667,-66.72166546,18.25457984
University of Puerto Rico-Mayaguez,Mayaguez,PR,18.211142,-67.139172,-67.13917059,18.21114482
University of Puerto Rico-Medical Sciences,San Juan,PR,18.396548,-66.074894,-66.07489227,18.39655089
University of Puerto Rico-Ponce,Ponce,PR,17.993314,-66.606215,-66.60621342,17.99331677
University of Puerto Rico-Rio Piedras,San Juan,PR,18.402826,-66.050009,-66.05000726,18.4028289
Universidad del Este,Carolina,PR,18.414805,-65.983869,-65.98386724,18.4148079
Universidad del Sagrado Corazon,Santurce,PR,18.441166,-66.059617,-66.05961526,18.44116891
Seminario Evangelico de Puerto Rico,San Juan,PR,18.407248,-66.050221,-66.05021926,18.4072509
Universidad Central Del Caribe,Bayamon,PR,18.366171,-66.153758,-66.15375629,18.36617388
Universidad Politecnica de Puerto Rico,Hato Rey,PR,18.422195,-66.056084,-66.05608226,18.4221979
Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,PR,18.182375,-67.145695,-67.14569359,18.18237781
Universidad del Turabo,Gurabo,PR,18.239647,-66.006259,-66.00625724,18.23964985
College of Micronesia-FSM,Pohnpei,FM,6.909759,158.158189,158.1581803,6.909767049
University of the Virgin Islands,Charlotte Amalie,VI,18.344193,-64.972866,-64.97286392,18.3441959
Stanford University,Stanford,CA,37.429532,-122.164434,-122.1644471,37.42953693
Purdue University-Main Campus,West Lafayette,IN,40.428206,-86.914435,-86.9144404,40.42821364
Blue Hills Regional Technical School,Canton,MA,42.181648,-71.103893,-71.10389359,42.18165664
Parker University,Dallas,TX,32.880341,-96.893572,-96.89357955,32.88034675
EDP University of Puerto Rico Inc-San Juan,San Juan,PR,18.415375,-66.055403,-66.05540126,18.4153779
ICPR Junior College-General Institutional,Hato Rey,PR,18.415291,-66.05712,-66.05711826,18.4152939
ITT Technical Institute-Sylmar,Sylmar,CA,34.299474,-118.474121,-118.4741332,34.29947887
ITT Technical Institute-Westminster,Westminster,CO,39.85278,-105.049091,-105.0491011,39.85278643
Widener University-Delaware Law School,Wilmington,DE,39.816493,-75.548908,-75.54890988,39.81650102
City College-Fort Lauderdale,Fort Lauderdale,FL,26.18748,-80.17007,-80.17007268,26.18748479
Meridian College,Sarasota,FL,27.380724,-82.425309,-82.42531237,27.38072904
Georgia State University-Perimeter College,Atlanta,GA,33.753426,-84.385712,-84.3857162,33.75343244
Georgia Piedmont Technical College,Clarkston,GA,33.789898,-84.234504,-84.23450816,33.78990445
Cortiva Institute-Chicago,Chicago,IL,41.882431,-87.627383,-87.62738875,41.88243885
ETI School of Skilled Trades,Willowbrook,IL,41.748334,-87.936249,-87.93625483,41.74834181
Vatterott College-Berkeley,Berkeley,MO,38.721992,-90.311898,-90.31190423,38.72199915
Metro Business College-Rolla,Rolla,MO,37.937304,-91.754581,-91.75458756,37.93731094
Metro Business College-Jefferson City,Jefferson City,MO,38.58864,-92.250241,-92.25024776,38.58864703
St. John's College,Santa Fe,NM,35.666974,-105.912478,-105.9124879,35.66697977
Yeshiva and Kollel Harbotzas Torah,Brooklyn,NY,40.624029,-73.960994,-73.96099543,40.62403724
Bais Medrash Elyon,Monsey,NY,41.114079,-74.069798,-74.06979949,41.11408733
Antioch University-Los Angeles,Culver City,CA,33.98764,-118.384651,-118.3846632,33.98764484
Antioch University-Santa Barbara,Santa Barbara,CA,34.419203,-119.6958,-119.6958125,34.41920781
Antioch University-New England,Keene,NH,42.932344,-72.293798,-72.29379903,42.93235274
Antioch University-Seattle,Seattle,WA,47.61696,-122.342647,-122.3426619,47.61696562
Antioch University-Midwest,Yellow Springs,OH,39.80321,-83.908684,-83.90868846,39.80321767
Mid-America Christian University,Oklahoma City,OK,35.347785,-97.578297,-97.5783049,35.34779117
Platt College-Tulsa,Tulsa,OK,36.107931,-95.907011,-95.90701853,36.10793739
Francis Tuttle Technology Center,Oklahoma City,OK,35.60052,-97.640672,-97.64067993,35.60052621
Career Point College,Tulsa,OK,36.117167,-95.853268,-95.85327551,36.1171734
Central Technology Center,Drumright,OK,35.994261,-96.585322,-96.58532969,35.99426734
Carrington College-Portland,Portland,OR,45.532356,-122.653583,-122.6535975,45.53236147
Career Technology Center of Lackawanna County,Scranton,PA,41.452849,-75.652477,-75.65247902,41.45285734
Brightwood College-Nashville,Nashville,TN,36.142966,-86.701519,-86.70152401,36.14297284
Brightwood College-El Paso,El Paso,TX,31.737748,-106.327868,-106.3278777,31.73775314
Houston Graduate School of Theology,Houston,TX,29.673594,-95.448846,-95.44885302,29.67359918
Palo Alto College,San Antonio,TX,29.322925,-98.546713,-98.54672078,29.32293
Sebring Career Schools-Huntsville,Huntsville,TX,30.702549,-95.549878,-95.54988509,30.70255438
Unification Theological Seminary,Barrytown,NY,42.005744,-73.922774,-73.9227755,42.00575251
Athens Technical College,Athens,GA,33.990183,-83.339598,-83.33960191,33.99018952
Maricopa Skill Center,Phoenix,AZ,33.435686,-112.054912,-112.054923,33.43569112
Carrington College-San Leandro,San Leandro,CA,37.701216,-122.125819,-122.1258322,37.70122096
Beckfield College-Florence,Florence,KY,39.017166,-84.641475,-84.64147962,39.01717349
University of Louisiana-System Administration,Baton Rouge,LA,30.459815,-91.188679,-91.18868494,30.45982049
Dorsey Business Schools-Wayne,Wayne,MI,42.280701,-83.381835,-83.38183951,42.28070915
Ecumenical Theological Seminary,Detroit,MI,42.34395,-83.055551,-83.05555542,42.34395818
Ross Medical Education Center-Saginaw,Saginaw,MI,43.469473,-83.967884,-83.96788881,43.46948133
National American University-Independence,Independence,MO,39.051637,-94.359588,-94.35959537,39.05164399
Yeshiva Gedolah of Greater Detroit,Oak Park,MI,42.471924,-83.200754,-83.20075847,42.47193219
Moore Norman Technology Center,Norman,OK,35.274434,-97.457319,-97.45732686,35.27444016
Franklin County Career and Technology Center,Chambersburg,PA,39.897693,-77.680541,-77.68054356,39.89770096
Paul Mitchell the School-Knoxville,Knoxville,TN,35.92271,-84.057621,-84.05762523,35.9227169
FIDM-Fashion Institute of Design & Merchandising-San Diego,San Diego,CA,32.708895,-117.155134,-117.1551459,32.70889976
National American University-Albuquerque,Albuquerque,NM,35.101938,-106.591249,-106.591259,35.10194365
Tennessee College of Applied Technology Nashville,Nashville,TN,36.132649,-86.856335,-86.85634005,36.13265583
ECPI University,Virginia Beach,VA,36.842533,-76.178775,-76.17877691,36.84254039
Branford Hall Career Institute-Jersey City,Jersey City,NJ,40.731229,-74.064695,-74.06469647,40.73123726
Paul Mitchell the School-Houston,Houston,TX,29.78639,-95.558901,-95.55890805,29.7863952
TDDS Technical Institute,Lake Milton,OH,41.115282,-80.957782,-80.95778567,41.11529005
Fortis Institute-Forty Fort,Forty Fort,PA,41.281911,-75.882975,-75.88297708,41.2819193
Laurel Business Institute,Uniontown,PA,39.90248,-79.724907,-79.72491019,39.90248788
Antonelli Medical and Professional Institute,Pottstown,PA,40.2347,-75.617411,-75.61741293,40.2347081
Aviation Institute of Maintenance-Philadelphia,Philadelphia,PA,40.070184,-75.007237,-75.00723873,40.07019209
Carrington College-Phoenix East,Phoenix,AZ,33.566262,-112.10442,-112.104431,33.56626713
Dorsey Business Schools-Roseville,Roseville,MI,42.528654,-82.915964,-82.91596839,42.52866222
Red River Technology Center,Duncan,OK,34.491393,-97.99029,-97.99029794,34.491399
Brightwood Career Institute-Harrisburg,Harrisburg,PA,40.262537,-76.791557,-76.7915593,40.26254507
ITT Technical Institute-Newburgh,Newburgh,IN,37.979811,-87.449341,-87.44934636,37.97981816
South University-Columbia,Columbia,SC,34.098042,-80.961839,-80.96184222,34.09804863
Everest University-Brandon,Tampa,FL,27.980447,-82.35034,-82.35034337,27.98045218
Clinton Technical School,Clinton,MO,38.363787,-93.7687,-93.76870715,38.3637939
Consolidated School of Business-Lancaster,Lancaster,PA,40.042607,-76.361945,-76.36194715,40.04261504
Greene County Career and Technology Center,Waynesburg,PA,39.895622,-80.15002,-80.15002332,39.89562986
University of Wisconsin Extension,Madison,WI,43.07384,-89.397419,-89.3974254,43.07384795
Diesel Driving Academy-Shreveport,Shreveport,LA,32.47617,-93.794921,-93.79492773,32.4761758
Pima Medical Institute-Mesa,Mesa,AZ,33.39683,-111.874242,-111.874253,33.39683512
Platt College-Los Angeles,Alhambra,CA,34.081813,-118.151838,-118.1518502,34.08181786
Platt College-Aurora,Aurora,CO,39.660664,-104.854864,-104.8548741,39.66067042
Kaplan University-Davenport Campus,Davenport,IA,41.555024,-90.550682,-90.55068856,41.55503163
Kaplan University-Cedar Falls Campus,Cedar Falls,IA,42.474593,-92.448419,-92.4484262,42.47460067
Paul Mitchell the School-Boise,Boise,ID,43.594479,-116.286058,-116.286071,43.59448495
Christian Life College,Mount Prospect,IL,42.074096,-87.930934,-87.93093986,42.07410387
Knowledge Systems Institute,Skokie,IL,42.033757,-87.714601,-87.71460679,42.03376488
ITT Technical Institute-Arlington Heights,Arlington Heights,IL,42.14431,-88.005281,-88.00528689,42.14431788
Northwestern College-Southwestern Campus,Bridgeview,IL,41.751724,-87.797406,-87.79741179,41.75173182
Tulsa Technology Center-Lemley Campus,Tulsa,OK,36.112649,-95.888105,-95.88811252,36.11265539
Tulsa Technology Center-Riverside Campus,Tulsa,OK,36.033552,-95.982632,-95.98263954,36.03355837
Tulsa Technology Center-Broken Arrow Campus,Broken Arrow,OK,36.005085,-95.836359,-95.8363665,36.00509138
Douglas J Aveda Institute,East Lansing,MI,42.735042,-84.48049,-84.48049489,42.73505017
ITT Technical Institute-Troy,Troy,MI,42.562582,-83.117242,-83.11724646,42.56259021
Ross Medical Education Center-Brighton,Brighton,MI,42.544378,-83.798085,-83.79808966,42.54438617
Ross Medical Education Center-Ann Arbor,Ann Arbor,MI,42.253094,-83.667045,-83.6670496,42.25310213
Pike-Lincoln Technical Center,Eolia,MO,39.246069,-91.020347,-91.02035347,39.24607621
Pennsylvania Institute of Health and Technology,Mount Braddock,PA,39.950525,-79.652374,-79.65237718,39.95053289
Skyline College-Roanoke,Roanoke,VA,37.319719,-79.959442,-79.9594451,37.31972635
Bethel Seminary-San Diego,San Diego,CA,32.765189,-117.066378,-117.0663899,32.76519377
Brandman University,Irvine,CA,33.656401,-117.769012,-117.7690241,33.65640584
New College of Florida,Sarasota,FL,27.384925,-82.55858,-82.55858341,27.38493003
Montana Bible College,Bozeman,MT,45.655524,-111.064143,-111.0641554,45.65553062
