INSTNM,X,Y,CITY,STATE,INSTNM-2,Degree,Rank,LON,LAT
Huntsville Bible College,-86.59489289,34.75036956,Huntsville,AL,NULL,NULL,NULL,-86.59489289,34.75036956
Wentworth Military Academy and College,-93.87298125,39.18711504,Lexington,MO,NULL,NULL,NULL,-93.87298125,39.18711504
Middle Tennessee State University,-86.36062289,35.84801179,Murfreesboro,TN,NULL,NULL,NULL,-86.36062289,35.84801179
Lake Career and Technical Center,-92.73365784,38.0056269,Camdenton,MO,NULL,NULL,NULL,-92.73365784,38.0056269
Dean College,-71.39900369,42.08497861,Franklin,MA,NULL,NULL,NULL,-71.39900369,42.08497861
Unilatina International College,-80.28312571,25.97989474,Miramar,FL,NULL,NULL,NULL,-80.28312571,25.97989474
College of DuPage,-88.07164088,41.84158482,Glen Ellyn,IL,NULL,NULL,NULL,-88.07164088,41.84158482
The Salter School-Malden Campus,-71.0736316,42.42761169,Malden,MA,NULL,NULL,NULL,-71.0736316,42.42761169
Taylor College,-82.06242132,29.03997644,Belleview,FL,NULL,NULL,NULL,-82.06242132,29.03997644
Tennessee College of Applied Technology-Memphis,-90.03881588,35.14968949,Memphis,TN,NULL,NULL,NULL,-90.03881588,35.14968949
Drake University,-93.65217044,41.60129745,Des Moines,IA,NULL,NULL,NULL,-93.65217044,41.60129745
College for Creative Studies,-83.06235642,42.36184718,Detroit,MI,NULL,NULL,NULL,-83.06235642,42.36184718
Union Institute & University,-84.50014358,39.12686352,Cincinnati,OH,NULL,NULL,NULL,-84.50014358,39.12686352
Kaplan University-Milwaukee,-87.91335995,43.03861603,Milwaukee,WI,NULL,NULL,NULL,-87.91335995,43.03861603
South Texas College of Law Houston,-95.364889,29.7533962,Houston,TX,NULL,NULL,NULL,-95.364889,29.7533962
LIU Brentwood,-73.26977222,40.7996753,Brentwood,NY,NULL,NULL,NULL,-73.26977222,40.7996753
Cape Girardeau Career and Technology Center,-89.5652559,37.27414492,Cape Girardeau,MO,NULL,NULL,NULL,-89.5652559,37.27414492
California Lutheran University,-118.8794793,34.22555584,Thousand Oaks,CA,NULL,NULL,NULL,-118.8794793,34.22555584
Sullivan County BOCES-Practical Nursing Program,-74.77874276,41.78824744,Liberty,NY,NULL,NULL,NULL,-74.77874276,41.78824744
Trinity Law School,-117.8520711,33.76607585,Santa Ana,CA,NULL,NULL,NULL,-117.8520711,33.76607585
Institute for Doctoral Studies in the Visual Arts,-70.27216141,43.65405894,Portland,ME,NULL,NULL,NULL,-70.27216141,43.65405894
Florida Institute of Technology-Online,-80.62438087,28.06575925,Melbourne,FL,NULL,NULL,NULL,-80.62438087,28.06575925
University of Phoenix-Washington,-122.2464198,47.46840562,Tukwila,WA,NULL,NULL,NULL,-122.2464198,47.46840562
Colegio Universitario de San Juan,-66.06652726,18.4285309,San Juan,PR,NULL,NULL,NULL,-66.06652726,18.4285309
Traviss Technical College,-81.89350624,27.9957952,Lakeland,FL,NULL,NULL,NULL,-81.89350624,27.9957952
Miller-Motte Technical College-Conway,-78.99346362,33.78882863,Conway,SC,NULL,NULL,NULL,-78.99346362,33.78882863
Lasell College,-71.24373865,42.34272066,Newton,MA,NULL,NULL,NULL,-71.24373865,42.34272066
Daytona State College,-81.05126904,29.20229151,Daytona Beach,FL,NULL,NULL,NULL,-81.05126904,29.20229151
Coastal Pines Technical College,-82.3832545,31.21304594,Waycross,GA,NULL,NULL,NULL,-82.3832545,31.21304594
Center for Advanced Studies On Puerto Rico and the Caribbean,-66.11825928,18.46589291,San Juan,PR,NULL,NULL,NULL,-66.11825928,18.46589291
Inter American University of Puerto Rico-Central Office,-66.06958527,18.4044159,San Juan,PR,NULL,NULL,NULL,-66.06958527,18.4044159
Mountainland Applied Technology College,-111.8860427,40.419947,Lehi,UT,NULL,NULL,NULL,-111.8860427,40.419947
Calvin College,-85.58755325,42.92992415,Grand Rapids,MI,NULL,NULL,NULL,-85.58755325,42.92992415
DeVry University-Nevada,-115.0966128,36.02027127,Henderson,NV,NULL,NULL,NULL,-115.0966128,36.02027127
International Academy,-80.99781402,29.1621645,South Daytona,FL,NULL,NULL,NULL,-80.99781402,29.1621645
William Carey University,-89.29182046,31.30526973,Hattiesburg,MS,NULL,NULL,NULL,-89.29182046,31.30526973
University of Wisconsin-Oshkosh,-88.54928825,44.02499315,Oshkosh,WI,NULL,NULL,NULL,-88.54928825,44.02499315
Computer Systems Institute,-87.7541798,42.04306887,Skokie,IL,NULL,NULL,NULL,-87.7541798,42.04306887
Pima Medical Institute-Colorado Springs,-104.758027,38.84620531,Colorado Springs,CO,NULL,NULL,NULL,-104.758027,38.84620531
ITT Technical Institute-Las Vegas,-115.1901278,36.21690829,North Las Vegas,NV,NULL,NULL,NULL,-115.1901278,36.21690829
Fortis Institute-Scranton,-75.65168502,41.41711233,Scranton,PA,NULL,NULL,NULL,-75.65168502,41.41711233
Everest Institute-Dearborn,-83.26466148,42.30272016,Dearborn,MI,NULL,NULL,NULL,-83.26466148,42.30272016
Sierra College,-121.2126592,38.79276312,Rocklin,CA,NULL,NULL,NULL,-121.2126592,38.79276312
Pulaski Technical College,-92.29973548,34.78243632,North Little Rock,AR,NULL,NULL,NULL,-92.29973548,34.78243632
Tennessee College of Applied Technology-Elizabethton,-82.1780147,36.36609007,Elizabethton,TN,NULL,NULL,NULL,-82.1780147,36.36609007
SAE Institute of Technology-Chicago,-87.63733675,41.89728786,Chicago,IL,NULL,NULL,NULL,-87.63733675,41.89728786
La Roche College,-80.01485433,40.56862299,Pittsburgh,PA,NULL,NULL,NULL,-80.01485433,40.56862299
Harcum College,-75.31480282,40.02259007,Bryn Mawr,PA,NULL,NULL,NULL,-75.31480282,40.02259007
Western Seminary,-122.6058455,45.51234947,Portland,OR,NULL,NULL,NULL,-122.6058455,45.51234947
Jay's Technical Institute,-95.52528804,29.64877517,Houston,TX,NULL,NULL,NULL,-95.52528804,29.64877517
Western Area Career & Technology Center,-80.24612038,40.25472992,Canonsburg,PA,NULL,NULL,NULL,-80.24612038,40.25472992
Thunderbird School of Global Management,-112.1808721,33.62089214,Glendale,AZ,NULL,NULL,NULL,-112.1808721,33.62089214
Cayuga Onondaga BOCES-Practical Nursing Program,-76.58798343,42.94190858,Auburn,NY,NULL,NULL,NULL,-76.58798343,42.94190858
Trine University-Arizona Regional Campus,-112.2399791,33.61301413,Peoria,AZ,NULL,NULL,NULL,-112.2399791,33.61301413
American Business and Technology University,-94.81998857,39.77909708,St Joseph,MO,NULL,NULL,NULL,-94.81998857,39.77909708
Vatterott College-Des Moines,-93.64602443,41.51986244,Des Moines,IA,NULL,NULL,NULL,-93.64602443,41.51986244
University of Central Oklahoma,-97.47099289,35.65824523,Edmond,OK,NULL,NULL,NULL,-97.47099289,35.65824523
Bauder College,-84.39972821,33.76750044,Atlanta,GA,NULL,NULL,NULL,-84.39972821,33.76750044
Pennsylvania College of Health Sciences,-76.24705312,40.06130805,Lancaster,PA,NULL,NULL,NULL,-76.24705312,40.06130805
Indiana Wesleyan University-National and Global,-85.67788605,40.51120772,Marion,IN,NULL,NULL,NULL,-85.67788605,40.51120772
Mid-Atlantic Christian University,-76.2174979,36.30377227,Elizabeth City,NC,NULL,NULL,NULL,-76.2174979,36.30377227
Principia College,-90.35029126,38.94884219,Elsah,IL,NULL,NULL,NULL,-90.35029126,38.94884219
Manhattan College,-73.90189443,40.88976429,Riverdale,NY,NULL,NULL,NULL,-73.90189443,40.88976429
Kent State University at Geauga,-81.14308875,41.48373511,Burton,OH,NULL,NULL,NULL,-81.14308875,41.48373511
University of New Mexico-Main Campus,-106.620165,35.08387365,Albuquerque,NM,NULL,NULL,NULL,-106.620165,35.08387365
Thomas College,-69.66292325,44.52405512,Waterville,ME,NULL,NULL,NULL,-69.66292325,44.52405512
Triangle Tech Inc-Dubois,-78.795926,41.14798215,Falls Creek,PA,NULL,NULL,NULL,-78.795926,41.14798215
New England Tractor Trailer Training School of Connecticut,-72.45174002,41.97836355,Somers,CT,NULL,NULL,NULL,-72.45174002,41.97836355
Midwest Technical Institute-Ridgeland,-90.17820176,32.40252193,Ridgeland,MS,NULL,NULL,NULL,-90.17820176,32.40252193
Harrington College of Design,-87.62444675,41.87446785,Chicago,IL,NULL,NULL,NULL,-87.62444675,41.87446785
Emil Fries Piano Hospital and Training Center,-122.6455395,45.62590447,Vancouver,WA,NULL,NULL,NULL,-122.6455395,45.62590447
Liceo de Arte-Dise-O y Comercio,-66.03405525,18.23312485,Caguas,PR,NULL,NULL,NULL,-66.03405525,18.23312485
Kettering College,-84.19158754,39.69407964,Kettering,OH,NULL,NULL,NULL,-84.19158754,39.69407964
Reformed Presbyterian Theological Seminary,-79.89729629,40.44785897,Pittsburgh,PA,NULL,NULL,NULL,-79.89729629,40.44785897
Antonelli College-Cincinnati,-84.51076858,39.10399851,Cincinnati,OH,NULL,NULL,NULL,-84.51076858,39.10399851
Felician University,-74.09645349,40.86728028,Lodi,NJ,NULL,NULL,NULL,-74.09645349,40.86728028
Triangle Tech Inc-Bethlehem,-75.4282829,40.65445819,Bethlehem,PA,NULL,NULL,NULL,-75.4282829,40.65445819
DeVry University-Missouri,-94.57580842,38.93869696,Kansas City,MO,NULL,NULL,NULL,-94.57580842,38.93869696
Miller-Motte College-Fayetteville,-78.88167265,35.11096693,Fayetteville,NC,NULL,NULL,NULL,-78.88167265,35.11096693
Washington University in St Louis,-90.31061022,38.64793614,Saint Louis,MO,NULL,NULL,NULL,-90.31061022,38.64793614
Yeshivath Beth Moshe,-75.65619302,41.39486033,Scranton,PA,NULL,NULL,NULL,-75.65619302,41.39486033
Arizona Western College,-114.4959794,32.68931089,Yuma,AZ,NULL,NULL,NULL,-114.4959794,32.68931089
Sanford Burnham Prebys Medical Discovery Institute,-117.2417809,32.90003878,La Jolla,CA,NULL,NULL,NULL,-117.2417809,32.90003878
Health Works Institute,-111.0430084,45.67966762,Bozeman,MT,NULL,NULL,NULL,-111.0430084,45.67966762
ITT Technical Institute-Concord,-122.0543672,37.97575099,Concord,CA,NULL,NULL,NULL,-122.0543672,37.97575099
Ridley-Lowell Business & Technical Institute-Binghamton,-75.91521315,42.09815845,Binghamton,NY,NULL,NULL,NULL,-75.91521315,42.09815845
Advanced Training Institute,-115.2068328,36.09589527,Las Vegas,NV,NULL,NULL,NULL,-115.2068328,36.09589527
Christ the King Seminary,-78.65659708,42.77222046,East Aurora,NY,NULL,NULL,NULL,-78.65659708,42.77222046
Regis University,-105.0313951,39.78976642,Denver,CO,NULL,NULL,NULL,-105.0313951,39.78976642
Trinity Episcopal School for Ministry,-80.2293344,40.59369399,Ambridge,PA,NULL,NULL,NULL,-80.2293344,40.59369399
Southern Vermont College,-73.21866133,42.8670397,Bennington,VT,NULL,NULL,NULL,-73.21866133,42.8670397
Northwestern College-Chicago Campus,-87.7596208,41.96867186,Chicago,IL,NULL,NULL,NULL,-87.7596208,41.96867186
Eric Fisher Academy,-97.42201905,37.69371958,Wichita,KS,NULL,NULL,NULL,-97.42201905,37.69371958
Four County Career Center,-84.30307472,41.45280795,Archbold,OH,NULL,NULL,NULL,-84.30307472,41.45280795
Judson College,-87.31613198,32.63053209,Marion,AL,NULL,NULL,NULL,-87.31613198,32.63053209
Sanford-Brown College-Online,-82.52077442,28.02103519,Tampa,FL,NULL,NULL,NULL,-82.52077442,28.02103519
Yo San University of Traditional Chinese Medicine,-118.4429592,33.99290484,Los Angeles,CA,NULL,NULL,NULL,-118.4429592,33.99290484
Herzing University-Winter Park,-81.31231409,28.61577536,Winter Park,FL,NULL,NULL,NULL,-81.31231409,28.61577536
Berkeley City College,-122.2698062,37.87047496,Berkeley,CA,NULL,NULL,NULL,-122.2698062,37.87047496
Tennessee Technological University,-85.50396167,36.17466589,Cookeville,TN,NULL,NULL,NULL,-85.50396167,36.17466589
Penrose Academy,-111.926432,33.60796515,Scottsdale,AZ,NULL,NULL,NULL,-111.926432,33.60796515
Mercy College,-73.87457242,41.02144432,Dobbs Ferry,NY,NULL,NULL,NULL,-73.87457242,41.02144432
New Hampshire Institute for Therapeutic Arts,-71.42673973,42.74561573,Hudson,NH,NULL,NULL,NULL,-71.42673973,42.74561573
Institute of American Indian and Alaska Native Culture and Arts Development,-106.0100249,35.58656876,Santa Fe,NM,NULL,NULL,NULL,-106.0100249,35.58656876
Star Truck Driving School-Bensenville,-87.94702885,41.97633085,Bensenville,IL,NULL,NULL,NULL,-87.94702885,41.97633085
Finger Lakes Health College of Nursing,-76.98784655,42.87643755,Geneva,NY,NULL,NULL,NULL,-76.98784655,42.87643755
Watkins College of Art Design & Film,-86.80589304,36.19466584,Nashville,TN,NULL,NULL,NULL,-86.80589304,36.19466584
The University of Montana,-113.9829252,46.85931844,Missoula,MT,NULL,NULL,NULL,-113.9829252,46.85931844
Toledo Public Schools Adult and Continuing Education,-83.59093052,41.68229503,Toledo,OH,NULL,NULL,NULL,-83.59093052,41.68229503
Central Baptist Theological Seminary,-94.8384565,39.00941895,Shawnee,KS,NULL,NULL,NULL,-94.8384565,39.00941895
Southern California University of Health Sciences,-117.9854591,33.92464286,Whittier,CA,NULL,NULL,NULL,-117.9854591,33.92464286
Portfolio Center,-84.39589421,33.81188845,Atlanta,GA,NULL,NULL,NULL,-84.39589421,33.81188845
Columbia College - Fort Worth,-97.42442168,32.77440671,Fort Worth,TX,NULL,NULL,NULL,-97.42442168,32.77440671
Brand College,-118.2655632,34.15799487,Glendale,CA,NULL,NULL,NULL,-118.2655632,34.15799487
Inter American University of Puerto Rico-San German,-67.05081856,18.08353279,San German,PR,NULL,NULL,NULL,-67.05081856,18.08353279
Mid-State Technical College,-89.78345566,44.39122714,Wisconsin Rapids,WI,NULL,NULL,NULL,-89.78345566,44.39122714
University of Maine at Presque Isle,-68.01634282,46.67229454,Presque Isle,ME,NULL,NULL,NULL,-68.01634282,46.67229454
American Institute-Clifton,-74.1301725,40.87344228,CLIFTON,NJ,NULL,NULL,NULL,-74.1301725,40.87344228
Monongalia County Technical Education Center,-79.95727825,39.61117281,Morgantown,WV,NULL,NULL,NULL,-79.95727825,39.61117281
MediaTech Institute-Houston,-95.56834805,29.72481418,Houston,TX,NULL,NULL,NULL,-95.56834805,29.72481418
West Virginia State University,-81.76503771,38.38054849,Institute,WV,NULL,NULL,NULL,-81.76503771,38.38054849
University of Houston,-95.34354399,29.72039819,Houston,TX,NULL,NULL,NULL,-95.34354399,29.72039819
The Seattle School of Theology & Psychology,-122.3509599,47.61337861,Seattle,WA,NULL,NULL,NULL,-122.3509599,47.61337861
Cochran School of Nursing,-73.88629143,40.96880531,Yonkers,NY,NULL,NULL,NULL,-73.88629143,40.96880531
Capella University,-93.26872175,44.97619399,Minneapolis,MN,NULL,NULL,NULL,-93.26872175,44.97619399
Hesston College,-97.43327409,38.13449366,Hesston,KS,NULL,NULL,NULL,-97.43327409,38.13449366
Tennessee College of Applied Technology-Murfreesboro,-86.41026491,35.84566779,Murfreesboro,TN,NULL,NULL,NULL,-86.41026491,35.84566779
Pima Medical Institute-Houston,-95.54846805,29.7829552,Houston,TX,NULL,NULL,NULL,-95.54846805,29.7829552
State Technical College of Missouri,-91.81130462,38.46830803,Linn,MO,NULL,NULL,NULL,-91.81130462,38.46830803
Columbia College - Coast Guard Island,-122.2477642,37.77988896,Alameda,CA,NULL,NULL,NULL,-122.2477642,37.77988896
Fortis College-Dothan,-85.37442836,31.24289185,Dothan,AL,NULL,NULL,NULL,-85.37442836,31.24289185
CyberTex Institute of Technology,-97.70267862,30.32452523,Austin,TX,NULL,NULL,NULL,-97.70267862,30.32452523
University of New Haven,-72.96147315,41.29132241,West Haven,CT,NULL,NULL,NULL,-72.96147315,41.29132241
Prism Career Institute-Philadelphia,-75.04637674,40.05781209,Philadelphia,PA,NULL,NULL,NULL,-75.04637674,40.05781209
Bethel Seminary-San Diego,-117.0663899,32.76519377,San Diego,CA,NULL,NULL,NULL,-117.0663899,32.76519377
Black River Technical College,-90.95103921,36.23979966,Pocahontas,AR,NULL,NULL,NULL,-90.95103921,36.23979966
Jameson Health System,-80.35175647,41.01344206,New Castle,PA,NULL,NULL,NULL,-80.35175647,41.01344206
Indian Capital Technology Center-Muskogee,-95.31190235,35.77492736,Muskogee,OK,NULL,NULL,NULL,-95.31190235,35.77492736
Longwood University,-78.39579162,37.30108041,Farmville,VA,NULL,NULL,NULL,-78.39579162,37.30108041
Ferrum College,-80.02086709,36.92665527,Ferrum,VA,NULL,NULL,NULL,-80.02086709,36.92665527
Georgia Military College,-83.22440483,33.07865633,Milledgeville,GA,NULL,NULL,NULL,-83.22440483,33.07865633
Pennsylvania State University-Penn State Erie-Behrend College,-79.98377644,42.11944128,Erie,PA,NULL,NULL,NULL,-79.98377644,42.11944128
Nicolet Area Technical College,-89.42506171,45.60955035,Rhinelander,WI,NULL,NULL,NULL,-89.42506171,45.60955035
CUNY Lehman College,-73.89462842,40.87393629,Bronx,NY,NULL,NULL,NULL,-73.89462842,40.87393629
Nova College de Puerto Rico,-66.16055729,18.39836089,Bayamon,PR,NULL,NULL,NULL,-66.16055729,18.39836089
Paul Mitchell the School-Birmingham,-86.80818787,33.38883127,Hoover,AL,NULL,NULL,NULL,-86.80818787,33.38883127
Florida Career College,-80.2461187,26.01097275,Pembroke Pines,FL,NULL,NULL,NULL,-80.2461187,26.01097275
Capri College-Cedar Rapids,-91.71027694,41.96070763,Cedar Rapids,IA,NULL,NULL,NULL,-91.71027694,41.96070763
University of the District of Columbia,-77.06624931,38.94382679,Washington,DC,NULL,NULL,NULL,-77.06624931,38.94382679
California Career Institute,-117.9604251,33.78622784,Garden Grove,CA,NULL,NULL,NULL,-117.9604251,33.78622784
Northwest College-Medford,-122.8525379,42.36905625,Medford,OR,NULL,NULL,NULL,-122.8525379,42.36905625
University of Wisconsin-Whitewater,-88.74237418,42.83557095,Whitewater,WI,NULL,NULL,NULL,-88.74237418,42.83557095
The University of Texas at Austin,-97.73929863,30.28609522,Austin,TX,NULL,NULL,NULL,-97.73929863,30.28609522
Gratz College,-75.13391677,40.06721409,Melrose Park,PA,NULL,NULL,NULL,-75.13391677,40.06721409
Ross Medical Education Center-Cincinnati,-84.45285558,39.28603055,Cincinnati,OH,NULL,NULL,NULL,-84.45285558,39.28603055
Azusa Pacific University,-117.8879621,34.13086988,Azusa,CA,NULL,NULL,NULL,-117.8879621,34.13086988
The University of Texas Health Science Center at Houston,-95.40319001,29.70287818,Houston,TX,NULL,NULL,NULL,-95.40319001,29.70287818
Indiana University-Southeast,-85.81938091,38.3429993,New Albany,IN,NULL,NULL,NULL,-85.81938091,38.3429993
Washington Hospital School of Nursing,-80.24708438,40.18362591,Washington,PA,NULL,NULL,NULL,-80.24708438,40.18362591
Shawsheen Valley School of Practical Nursing,-71.21792665,42.5467047,Billerica,MA,NULL,NULL,NULL,-71.21792665,42.5467047
College of William and Mary,-76.7082161,37.26949646,Williamsburg,VA,NULL,NULL,NULL,-76.7082161,37.26949646
International Professional School of Bodywork,-117.1340919,32.82131377,San Diego,CA,NULL,NULL,NULL,-117.1340919,32.82131377
Chapman University,-117.8514931,33.79368285,Orange,CA,NULL,NULL,NULL,-117.8514931,33.79368285
Industrial Technical College,-65.82810919,18.14958483,Humacao,PR,NULL,NULL,NULL,-65.82810919,18.14958483
The University of Texas at Tyler,-95.2491031,32.31472971,Tyler,TX,NULL,NULL,NULL,-95.2491031,32.31472971
University of Phoenix-Kentucky,-85.56361683,38.22395029,Louisville,KY,NULL,NULL,NULL,-85.56361683,38.22395029
Tennessee College of Applied Technology-Dickson,-87.36646019,36.05055579,Dickson,TN,NULL,NULL,NULL,-87.36646019,36.05055579
Houston Graduate School of Theology,-95.44885302,29.67359918,Houston,TX,NULL,NULL,NULL,-95.44885302,29.67359918
Western Nevada College,-119.790373,39.18616326,Carson City,NV,NULL,NULL,NULL,-119.790373,39.18616326
Southern California University SOMA,-118.3000682,34.06125485,Los Angeles,CA,NULL,NULL,NULL,-118.3000682,34.06125485
Portland Actors Conservatory,-122.6911155,45.51379546,Portland,OR,NULL,NULL,NULL,-122.6911155,45.51379546
Minot State University,-101.3006345,48.24688478,Minot,ND,NULL,NULL,NULL,-101.3006345,48.24688478
Florida Memorial University,-80.27067471,25.91785872,Miami Gardens,FL,NULL,NULL,NULL,-80.27067471,25.91785872
Mount Ida College,-71.19317563,42.29353366,Newton,MA,NULL,NULL,NULL,-71.19317563,42.29353366
Trevecca Nazarene University,-86.75357103,36.14212183,Nashville,TN,NULL,NULL,NULL,-86.75357103,36.14212183
Pacific States University,-118.2984202,34.06131985,Los Angeles,CA,NULL,NULL,NULL,-118.2984202,34.06131985
Columbia College - Lake County,-87.94826689,42.37798792,Gurnee,IL,NULL,NULL,NULL,-87.94826689,42.37798792
Brewton-Parker College,-82.5861396,32.18572416,Mount Vernon,GA,NULL,NULL,NULL,-82.5861396,32.18572416
Mandalyn Academy,-111.7813017,40.371769,American Fork,UT,NULL,NULL,NULL,-111.7813017,40.371769
Oklahoma Baptist University,-96.93434173,35.35995521,Shawnee,OK,NULL,NULL,NULL,-96.93434173,35.35995521
ITT Technical Institute-Chattanooga,-85.21574351,35.00989267,Chattanooga,TN,NULL,NULL,NULL,-85.21574351,35.00989267
Lanier Technical College,-83.86456308,34.23639256,Oakwood,GA,NULL,NULL,NULL,-83.86456308,34.23639256
Trinity Baptist College,-81.79626329,30.31117675,Jacksonville,FL,NULL,NULL,NULL,-81.79626329,30.31117675
Fortis College-Orange Park,-81.75813428,30.14900571,Orange Park,FL,NULL,NULL,NULL,-81.75813428,30.14900571
Manhattan Area Technical College,-96.61567998,39.19778088,Manhattan,KS,NULL,NULL,NULL,-96.61567998,39.19778088
UEI College-Bakersfield,-119.0499374,35.38162195,Bakersfield,CA,NULL,NULL,NULL,-119.0499374,35.38162195
Paul Mitchell the School-Fresno,-119.7824497,36.80978304,Fresno,CA,NULL,NULL,NULL,-119.7824497,36.80978304
Bristol University,-117.8823461,33.79552285,Anaheim,CA,NULL,NULL,NULL,-117.8823461,33.79552285
California State University Maritime Academy,-122.2315642,38.06906598,Vallejo,CA,NULL,NULL,NULL,-122.2315642,38.06906598
ATI College-Norwalk,-118.0684241,33.90494685,Norwalk,CA,NULL,NULL,NULL,-118.0684241,33.90494685
Garden State Science and Technology Institute,-74.05943247,40.73488826,Jersey City,NJ,NULL,NULL,NULL,-74.05943247,40.73488826
Gemini School of Visual Arts & Communication,-97.84602866,30.50916526,Cedar Park,TX,NULL,NULL,NULL,-97.84602866,30.50916526
East West College of Natural Medicine,-82.55157441,27.36845603,Sarasota,FL,NULL,NULL,NULL,-82.55157441,27.36845603
Northeastern University Professional Advancement Network,-71.0883916,42.33887867,Boston,MA,NULL,NULL,NULL,-71.0883916,42.33887867
Tennessee College of Applied Technology-Crossville,-85.03914152,35.94661587,Crossville,TN,NULL,NULL,NULL,-85.03914152,35.94661587
Southeastern College-Jacksonville,-81.60278024,30.25909474,Jacksonville,FL,NULL,NULL,NULL,-81.60278024,30.25909474
Heritage College-Denver,-105.0612511,39.78211642,Denver,CO,NULL,NULL,NULL,-105.0612511,39.78211642
University of Mount Olive,-78.07126741,35.20632097,Mount Olive,NC,NULL,NULL,NULL,-78.07126741,35.20632097
Lincoln Technical Institute-Philadelphia,-74.99968773,40.04955609,Philadelphia,PA,NULL,NULL,NULL,-74.99968773,40.04955609
ITT Technical Institute-Newburgh,-87.44934636,37.97981816,Newburgh,IN,NULL,NULL,NULL,-87.44934636,37.97981816
Seminario Evangelico de Puerto Rico,-66.05021926,18.4072509,San Juan,PR,NULL,NULL,NULL,-66.05021926,18.4072509
Bet Medrash Gadol Ateret Torah,-73.96994643,40.60781724,Brooklyn,NY,NULL,NULL,NULL,-73.96994643,40.60781724
Le Moyne College,-76.08845128,43.04732462,Syracuse,NY,NULL,NULL,NULL,-76.08845128,43.04732462
American River College,-121.3460252,38.6497391,Sacramento,CA,NULL,NULL,NULL,-121.3460252,38.6497391
Great Basin College,-115.7673425,40.84242574,Elko,NV,NULL,NULL,NULL,-115.7673425,40.84242574
Academy of Vocal Arts,-75.17368477,39.94787106,Philadelphia,PA,NULL,NULL,NULL,-75.17368477,39.94787106
Tennessee College of Applied Technology-Shelbyville,-86.42110189,35.48566172,Shelbyville,TN,NULL,NULL,NULL,-86.42110189,35.48566172
Ross Medical Education Center-Elyria,-82.10570604,41.38645305,Elyria,OH,NULL,NULL,NULL,-82.10570604,41.38645305
University of Houston-Victoria,-96.97820037,28.81644295,Victoria,TX,NULL,NULL,NULL,-96.97820037,28.81644295
Saint Anthony College of Nursing,-89.00893819,42.27015584,Rockford,IL,NULL,NULL,NULL,-89.00893819,42.27015584
Taylor Andrews Academy-Orem,-111.7078446,40.273271,Orem,UT,NULL,NULL,NULL,-111.7078446,40.273271
Santiago Canyon College,-117.7680651,33.79659585,Orange,CA,NULL,NULL,NULL,-117.7680651,33.79659585
Southwest Collegiate Institute for the Deaf,-101.5034276,32.22775843,Big Spring,TX,NULL,NULL,NULL,-101.5034276,32.22775843
Northwest Christian University,-123.0797683,44.04748834,Eugene,OR,NULL,NULL,NULL,-123.0797683,44.04748834
University of Wisconsin-Eau Claire,-91.50043922,44.79843909,Eau Claire,WI,NULL,NULL,NULL,-91.50043922,44.79843909
Educational Technical College-Recinto de san Sebastian,-66.98863255,18.33841386,San Sebastian,PR,NULL,NULL,NULL,-66.98863255,18.33841386
Health And Style Institute,-79.99754703,35.99097207,High Point,NC,NULL,NULL,NULL,-79.99754703,35.99097207
St Petersburg College,-82.71733447,27.90242515,Clearwater,FL,NULL,NULL,NULL,-82.71733447,27.90242515
Career Training Academy-Pittsburgh,-80.03802834,40.51612398,Pittsburgh,PA,NULL,NULL,NULL,-80.03802834,40.51612398
South Florida Institute of Technology,-80.23944669,25.77994769,Miami,FL,NULL,NULL,NULL,-80.23944669,25.77994769
John Carroll University,-81.53134187,41.4913291,University Heights,OH,NULL,NULL,NULL,-81.53134187,41.4913291
Grace University,-95.92789802,41.24473025,Omaha,NE,NULL,NULL,NULL,-95.92789802,41.24473025
Delta Technical College,-89.99920086,34.95627146,Horn Lake,MS,NULL,NULL,NULL,-89.99920086,34.95627146
ITT Technical Institute-Austin,-97.69897962,30.32290023,Austin,TX,NULL,NULL,NULL,-97.69897962,30.32290023
Abcott Institute,-83.21062147,42.44633919,Southfield,MI,NULL,NULL,NULL,-83.21062147,42.44633919
Salter College-Chicopee,-72.52741406,42.16137859,Chicopee,MA,NULL,NULL,NULL,-72.52741406,42.16137859
Alaska Career College,-149.856977,61.18144465,Anchorage,AK,NULL,NULL,NULL,-149.856977,61.18144465
Central State University,-83.87679944,39.71647266,Wilberforce,OH,NULL,NULL,NULL,-83.87679944,39.71647266
Mitchell Technical Institute,-98.00251388,43.68867047,Mitchell,SD,NULL,NULL,NULL,-98.00251388,43.68867047
Pardee RAND Graduate School,-118.4904822,34.00997984,Santa Monica,CA,NULL,NULL,NULL,-118.4904822,34.00997984
Saint Vincent de Paul Regional Seminary,-80.12570968,26.51582488,Boynton Beach,FL,NULL,NULL,NULL,-80.12570968,26.51582488
Yeshiva Shaarei Torah of Rockland,-74.0901605,41.12362833,Suffern,NY,NULL,NULL,NULL,-74.0901605,41.12362833
Northwest Suburban College,-88.00412688,42.05259786,Rollng Meadows,IL,NULL,NULL,NULL,-88.00412688,42.05259786
Rowan University,-75.11797574,39.70977602,Glassboro,NJ,NULL,NULL,NULL,-75.11797574,39.70977602
Tabor College,-97.20096805,38.34861271,Hillsboro,KS,NULL,NULL,NULL,-97.20096805,38.34861271
Chatham University,-79.9260863,40.44843997,Pittsburgh,PA,NULL,NULL,NULL,-79.9260863,40.44843997
Palomar College,-117.1817299,33.15019481,San Marcos,CA,NULL,NULL,NULL,-117.1817299,33.15019481
